region,power_station,monitored_capacity_MW,planned_maintanence_MW,forced_maintanence_MW,other_reasons_MW,gen_dt_program,gen_dt_actual,gen_dt_excess_shortfall,gen_dt_deviation
Northern,Delhi,2100.4,0.0,250.0,430.0,16.31,12.11,-4.2,-25.75
Northern,Haryana,2510.0,250.0,1960.0,0.0,29.48,6.02,-23.46,-79.58
Northern,Himachal Pradesh,777.0,0.0,0.0,115.0,7.01,6.63,-0.38,-5.42
Northern,Jammu and Kashmir,1285.0,0.0,0.0,360.0,9.57,12.81,3.24,33.86
Northern,Punjab,2701.0,33.5,1760.0,0.0,24.16,8.14,-16.02,-66.31
Northern,Rajasthan,8184.8,695.0,2039.0,690.0,99.57,79.37,-20.2,-20.29
Northern,Uttarakhand,1252.15,41.25,96.0,60.0,13.16,14.33,1.17,8.89
Northern,Uttar Pradesh,5970.6,514.0,679.0,0.0,92.22,76.03,-16.19,-17.56
Northern,ADHPL,192.0,0.0,0.0,0.0,1.23,1.31,0.08,6.5
Northern,AHPC (GVK),330.0,0.0,0.0,0.0,3.39,4.81,1.42,41.89
Northern,APCPL,1500.0,0.0,500.0,0.0,10.78,14.85,4.07,37.76
Northern,APL,1320.0,0.0,0.0,0.0,20.26,27.35,7.09,35.0
Northern,BBMB,2920.3,273.0,0.0,388.0,23.32,39.91,16.59,71.14
Northern,BEPL,450.0,0.0,0.0,0.0,2.4,5.87,3.47,144.58
Northern,BIPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,DAE,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
Northern,E.P.P.L.,100.0,0.0,50.0,0.0,0.65,1.01,0.36,55.38
Northern,GBHPPL,70.0,0.0,0.0,0.0,0.39,0.71,0.32,82.05
Northern,GIPL,225.0,0.0,0.0,0.0,1.0,0.0,-1.0,-100.0
Northern,GMR BHHPL,0.0,0.0,0.0,0.0,0.45,0.0,-0.45,-100.0
Northern,GPGSL (GVK),540.0,0.0,0.0,540.0,6.84,1.54,-5.3,-77.49
Northern,HBPCL,1300.0,0.0,0.0,0.0,7.55,13.68,6.13,81.19
Northern,HSPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,IAEPL,36.0,0.0,0.0,0.0,0.32,0.31,-0.01,-3.13
Northern,JhPL(HR),1320.0,0.0,0.0,0.0,18.42,25.54,7.12,38.65
Northern,JPPVL,400.0,0.0,0.0,0.0,3.81,6.98,3.17,83.2
Northern,LAPPL,1200.0,0.0,0.0,0.0,10.42,23.46,13.04,125.14
Northern,LPGCL,1980.0,0.0,0.0,0.0,26.06,28.1,2.04,7.83
Northern,L&T,0.0,0.0,0.0,0.0,0.29,0.0,-0.29,-100.0
Northern,MPCL,86.0,0.0,0.0,0.0,0.65,0.8,0.15,23.08
Northern,MUNPL,660.0,0.0,0.0,0.0,15.55,11.99,-3.56,-22.89
Northern,NHPC,4484.2,440.0,0.0,167.0,42.95,44.25,1.3,3.03
Northern,NLC,250.0,0.0,0.0,0.0,4.64,5.75,1.11,23.92
Northern,NPCIL,1520.0,0.0,200.0,0.0,26.24,30.17,3.93,14.98
Northern,NPL,1400.0,0.0,0.0,0.0,23.97,27.76,3.79,15.81
Northern,NTPC Ltd.,12614.06,710.0,2798.17,109.3,136.06,163.01,26.95,19.81
Northern,NTPGPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,PPGCL (Jaypee),1980.0,0.0,0.0,0.0,23.84,28.57,4.73,19.84
Northern,RPSCL,1200.0,0.0,300.0,0.0,17.88,13.4,-4.48,-25.06
Northern,RWPL (JSW),1080.0,0.0,135.0,0.0,17.32,21.4,4.08,23.56
Northern,SJVNL,1912.02,0.0,0.0,750.0,19.32,23.5,4.18,21.64
Northern,SrEPL,225.0,0.0,0.0,0.0,2.0,0.0,-2.0,-100.0
Northern,THDC,1400.0,0.0,0.0,0.0,9.29,7.4,-1.89,-20.34
Northern,TPDDL,108.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
Northern,TSPL,1980.0,0.0,0.0,0.0,30.93,27.76,-3.17,-10.25
Northern,Total,69663.53,2956.75,10867.17,3717.3,799.7,816.63,16.93,2.12
Western,Chhatisgarh,3200.0,0.0,710.0,0.0,47.27,53.36,6.09,12.88
Western,Gujarat,9717.82,0.0,2714.62,480.0,85.79,116.36,30.57,35.63
Western,Madhya Pradesh,6115.0,675.0,2700.0,285.0,79.08,55.0,-24.08,-30.45
Western,Maharashtra,12988.0,250.0,2905.0,318.0,147.75,147.3,-0.45,-0.3
Western,ACB,325.0,0.0,160.0,0.0,4.99,3.87,-1.12,-22.44
Western,ACPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,AEML,500.0,0.0,0.0,0.0,11.42,10.91,-0.51,-4.47
Western,AMNEPL,246.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0
Western,APL,7920.0,0.0,0.0,0.0,128.6,177.67,49.07,38.16
Western,BALCO,600.0,0.0,300.0,0.0,7.58,7.09,-0.49,-6.46
Western,BLAPPL,90.0,0.0,45.0,0.0,0.65,0.54,-0.11,-16.92
Western,CGPL,4000.0,0.0,800.0,0.0,70.26,69.94,-0.32,-0.46
Western,CLPINDIA,655.0,0.0,0.0,655.0,0.0,0.0,0.0,0.0
Western,DBPCL,1200.0,0.0,0.0,0.0,16.96,27.01,10.05,59.26
Western,DIPL,600.0,0.0,0.0,0.0,6.0,12.8,6.8,113.33
Western,DLHP,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,EPGL,1200.0,0.0,1200.0,0.0,8.97,0.0,-8.97,-100.0
Western,ESSAR,515.0,0.0,295.0,220.0,0.0,0.0,0.0,0.0
Western,ESSARPMPL,1200.0,0.0,600.0,0.0,12.9,9.89,-3.01,-23.33
Western,GCEL,1370.0,0.0,685.0,0.0,10.42,15.21,4.79,45.97
Western,GEPL,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0
Western,GIPCL,660.0,0.0,125.0,160.0,9.47,8.55,-0.92,-9.71
Western,GMR ENERG,600.0,0.0,0.0,0.0,10.52,13.85,3.33,31.65
Western,IEPL,270.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0
Western,JHAPL,600.0,0.0,0.0,0.0,7.94,10.38,2.44,30.73
Western,JPL,3400.0,0.0,1700.0,0.0,23.26,36.44,13.18,56.66
Western,JPPVL,1820.0,0.0,250.0,0.0,21.84,30.53,8.69,39.79
Western,JSWEL,1200.0,0.0,0.0,0.0,19.9,23.7,3.8,19.1
Western,LANCO,600.0,0.0,0.0,0.0,9.22,13.11,3.89,42.19
Western,LVTPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,MBPMPL,1200.0,0.0,0.0,0.0,18.45,21.1,2.65,14.36
Western,MCCPL,300.0,0.0,0.0,0.0,5.55,7.24,1.69,30.45
Western,NHDC,1520.0,0.0,0.0,0.0,8.39,6.04,-2.35,-28.01
Western,NPCIL,1840.0,320.0,540.0,0.0,40.95,23.42,-17.53,-42.81
Western,NSPCL,500.0,0.0,0.0,0.0,9.16,11.89,2.73,29.8
Western,NTPC Ltd.,19013.59,870.0,3551.1,0.0,258.94,314.57,55.63,21.48
Western,PGPL,388.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0
Western,RATTANINDIA,1350.0,0.0,1350.0,0.0,10.63,0.0,-10.63,-100.0
Western,REGL,600.0,0.0,0.0,0.0,7.35,8.45,1.1,14.97
Western,RELIANCE,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
Western,RGPPL,1967.08,0.0,0.0,1516.54,12.54,7.32,-5.22,-41.63
Western,RKMPPL,1440.0,0.0,720.0,360.0,7.2,7.66,0.46,6.39
Western,SCPL,100.0,0.0,100.0,0.0,1.74,0.0,-1.74,-100.0
Western,SKS,600.0,0.0,0.0,300.0,6.38,5.3,-1.08,-16.93
Western,SMHPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,SPL,3960.0,0.0,0.0,0.0,80.61,96.71,16.1,19.97
Western,SPPL,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0
Western,STPL,1350.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0
Western,SVPPL,63.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0
Western,TATA MAH.,447.0,0.0,24.0,0.0,3.98,5.62,1.64,41.21
Western,TATA PCL,930.0,0.0,250.0,0.0,15.52,14.13,-1.39,-8.96
Western,TOR. POW. (SUGEN),1147.5,0.0,0.0,0.0,17.55,21.22,3.67,20.91
Western,TOR. POW. (UNOSUGEN),1944.5,0.0,0.0,1200.0,10.77,14.95,4.18,38.81
Western,TRNE,600.0,0.0,300.0,0.0,8.9,4.76,-4.14,-46.52
Western,VESPL,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
Western,VIP,600.0,0.0,600.0,0.0,2.94,0.0,-2.94,-100.0
Western,VVL,135.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0
Western,WPCL,2340.0,0.0,405.0,0.0,22.3,32.99,10.69,47.94
Western,Total,106314.49,2115.0,25398.72,5930.54,1290.64,1446.88,156.24,12.11
Southern,Andhra Pradesh,6855.4,210.0,2870.0,195.6,86.35,66.71,-19.64,-22.74
Southern,Karnataka,8664.2,564.8,3194.6,966.0,81.72,52.51,-29.21,-35.74
Southern,Kerala,2016.46,353.0,108.0,36.0,15.31,21.24,5.93,38.73
Southern,Puducherry,32.5,0.0,0.0,0.0,0.65,0.57,-0.08,-12.31
Southern,Tamil Nadu,7012.28,624.0,2758.23,365.0,95.62,49.66,-45.96,-48.07
Southern,Telangana,6838.1,0.0,342.5,1039.8,95.76,123.15,27.39,28.6
Southern,ABAN POWR,119.8,0.0,0.0,0.0,1.59,0.0,-1.59,-100.0
Southern,APGPCL,272.0,205.0,0.0,0.0,1.97,2.11,0.14,7.11
Southern,BELLARY,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,BSES  AP,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,BSES(C),174.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0
Southern,CEPL,1200.0,0.0,1200.0,0.0,11.71,0.0,-11.71,-100.0
Southern,GAUTAMI,464.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0
Southern,GMR ENERG,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,GREL,768.0,0.0,0.0,768.0,0.0,0.0,0.0,0.0
Southern,GVKP&IL,220.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0
Southern,HNPC,1040.0,0.0,1040.0,0.0,6.0,0.0,-6.0,-100.0
Southern,IBPIL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,ITPCL,1200.0,0.0,600.0,0.0,17.48,13.31,-4.17,-23.86
Southern,JSWEL,860.0,0.0,430.0,0.0,6.84,8.48,1.64,23.98
Southern,KONA,445.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0
Southern,KONDAPALI,1476.14,0.0,0.0,1229.29,2.13,3.34,1.21,56.81
Southern,LVS POWER,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MADURAI P,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,MEL,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0
Southern,NLC,2940.0,420.0,680.0,0.0,51.12,38.72,-12.4,-24.26
Southern,NPCIL,3320.0,0.0,220.0,0.0,61.83,73.21,11.38,18.41
Southern,NTECL,1500.0,0.0,1000.0,0.0,20.47,8.35,-12.12,-59.21
Southern,NTPC Ltd.,7359.58,700.0,3400.0,359.58,82.79,56.46,-26.33,-31.8
Southern,NTPL,1000.0,0.0,0.0,0.0,7.97,19.41,11.44,143.54
Southern,PENNA,52.8,0.0,0.0,0.0,1.03,1.07,0.04,3.88
Southern,PPNPGCL,330.5,0.0,0.0,330.5,0.0,0.0,0.0,0.0
Southern,SAMALPATI,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southern,SEIL,2640.0,0.0,0.0,0.0,48.35,62.9,14.55,30.09
Southern,SEPL,600.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0
Southern,SPGL,208.0,0.0,0.0,208.0,3.22,0.0,-3.22,-100.0
Southern,ST-CMSECP,250.0,0.0,250.0,0.0,3.48,0.0,-3.48,-100.0
Southern,UPCL,1200.0,0.0,600.0,0.0,11.87,11.17,-0.7,-5.9
Southern,VEMAGIRI,370.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0
Southern,Total,62742.47,3076.8,19893.33,7610.76,715.26,612.37,-102.89,-14.38
Eastern,Andaman & Nicobar Islands,40.05,0.0,0.0,0.0,0.42,0.36,-0.06,-14.29
Eastern,Jharkhand,550.0,0.0,0.0,0.0,6.45,6.88,0.43,6.67
Eastern,Odisha,3882.25,279.0,764.0,0.0,42.48,39.3,-3.18,-7.49
Eastern,Sikkim,1200.0,0.0,0.0,0.0,16.58,30.6,14.02,84.56
Eastern,West Bengal,6356.0,268.0,1479.0,540.0,71.03,81.68,10.65,14.99
Eastern,ADHUNIK,540.0,0.0,0.0,0.0,8.84,9.56,0.72,8.14
Eastern,BRBCL,750.0,0.0,250.0,0.0,11.0,9.92,-1.08,-9.82
Eastern,CESC,1125.0,0.0,375.0,0.0,15.76,17.14,1.38,8.76
Eastern,CPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,DEPL,96.0,0.0,0.0,0.0,1.71,1.9,0.19,11.11
Eastern,DVC,7103.2,0.0,420.0,833.2,101.69,117.95,16.26,15.99
Eastern,GIPL,110.0,0.0,0.0,0.0,1.81,2.3,0.49,27.07
Eastern,GMR ENERG,1050.0,0.0,0.0,0.0,19.28,25.28,6.0,31.12
Eastern,HEL,600.0,0.0,0.0,0.0,11.13,13.45,2.32,20.84
Eastern,HMEL,300.0,0.0,300.0,0.0,1.48,0.0,-1.48,-100.0
Eastern,IBPIL,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0
Eastern,ICCL,0.0,0.0,0.0,0.0,0.42,0.79,0.37,88.1
Eastern,JITPL,1200.0,0.0,600.0,0.0,11.68,8.0,-3.68,-31.51
Eastern,K.B.U.N.L,610.0,0.0,220.0,0.0,7.99,8.03,0.04,0.5
Eastern,LBPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MBPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eastern,MPL,1050.0,0.0,0.0,0.0,19.2,15.31,-3.89,-20.26
Eastern,NALCO,0.0,0.0,0.0,0.0,0.26,0.01,-0.25,-96.15
Eastern,NHPC,862.0,0.0,0.0,0.0,14.62,20.6,5.98,40.9
Eastern,NPGCL,660.0,660.0,0.0,0.0,8.48,0.0,-8.48,-100.0
Eastern,NTPC Ltd.,10730.0,530.0,960.0,0.0,171.7,200.21,28.51,16.6
Eastern,SEL,1200.0,0.0,600.0,0.0,0.0,10.67,10.67,0.0
Eastern,SEPL,97.0,0.0,0.0,48.5,1.32,1.88,0.56,42.42
Eastern,SKPPPL,96.0,0.0,0.0,0.0,1.52,2.15,0.63,41.45
Eastern,TATA PCL,240.0,0.0,0.0,0.0,2.19,4.52,2.33,106.39
Eastern,Total,40797.5,1737.0,6318.0,1421.7,549.04,628.49,79.45,14.47
North Eastern,Assam,429.35,9.96,0.0,59.86,4.07,2.93,-1.14,-28.01
North Eastern,Manipur,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Eastern,Meghalaya,322.0,0.0,0.0,0.0,3.49,4.8,1.31,37.54
North Eastern,Tripura,169.5,21.0,21.0,48.0,1.63,1.45,-0.18,-11.04
North Eastern,NEEPCO.,1727.0,75.0,200.0,155.5,24.37,24.41,0.04,0.16
North Eastern,NHPC,105.0,0.0,0.0,0.0,2.1,2.56,0.46,21.9
North Eastern,NTPC Ltd.,750.0,0.0,250.0,0.0,10.58,6.99,-3.59,-33.93
North Eastern,ONGC,726.6,0.0,0.0,0.0,13.32,15.74,2.42,18.17
North Eastern,Total,4265.45,105.97,471.0,263.36,59.56,58.88,-0.68,-1.14
